eventId,post_id,label,Pattern,type,Unnamed: 5,Templates,,
483,60664524,0,1,,,"File pytorch_test.py, line 21, in <module> a_copy.resize_(1, 1)[SEP]RuntimeError: cannot resize variables that require grad",,
484,60750288,0,1,,,"File <*>/train.py, line 74, in <module> model = nn.DataParallel(model, device_ids=[0, 1]).to(device)[SEP]File <*>/site-packages/torch/nn/parallel/data_parallel.py, line 133, in __init__ _check_balance(self.device_ids)[SEP]File <*>/site-packages/torch/nn/parallel/data_parallel.py, line 19, in _check_balance dev_props = [torch.cuda.get_device_properties(i) for i in device_ids][SEP]File <*>/site-packages/torch/nn/parallel/data_parallel.py, line 19, in <listcomp> dev_props = [torch.cuda.get_device_properties(i) for i in device_ids][SEP]File <*>/site-packages/torch/cuda/__init__.py, line 337, in get_device_properties raise AssertionError(""Invalid device id"")[SEP]AssertionError: Invalid device id",,
485,60771047,0,1,,,"File <*>/site-packages/IPython/core/interactiveshell.py, line 3296, in run_code exec(code_obj, self.user_global_ns, self.user_ns)[SEP]File <ipython-input-2-78553e2886de>, line 1, in <module> runfile('F:/experiment_code/U-net/train.py', wdir='F:/experiment_code/U-net')[SEP]File <*>/pydev_umd.py, line 197, in runfile pydev_imports.execfile(filename, global_vars, local_vars) # execute the script[SEP]File <*>/_pydev_execfile.py, line 18, in execfile exec(compile(contents+""\n"", file, 'exec'), glob, loc)[SEP]File <*>/train.py, line 99, in <module> loss.backward()[SEP]File <*>/site-packages/torch/tensor.py, line 107, in backward torch.autograd.backward(self, gradient, retain_graph, create_graph)[SEP]File <*>/site-packages/torch/autograd/__init__.py, line 93, in backward allow_unreachable=True) # allow_unreachable flag[SEP]RuntimeError: one of the variables needed for gradient computation has been modified by an inplace operation: [torch.cuda.FloatTensor [4, 2, 224, 224]], which is output 0 of SigmoidBackward, is at version 2; expected version 0 instead. Hint: enable anomaly detection to find the operation that failed to compute its gradient, with torch.autograd.set_detect_anomaly(True).",,
486,60905801,0,1,,,"File <*>python2.7/process.py, line 267, in _bootstrap self.run()[SEP]File <*>python2.7/process.py, line 114, in run self._target(*self._args, **self._kwargs)[SEP]File <*>python2.7/pool.py, line 102, in worker task = get()[SEP]File <*>python2.7/queues.py, line 376, in get return recv()[SEP]AttributeError: 'module' object has no attribute 'prediction'",,
487,60905801,0,1,,,"File stackoverflow.py, line 47, in <module> with multiprocessing.Pool() as p:[SEP]AttributeError: __exit__",,
488,60905801,0,1,,,"File trial_mult-ips.py, line 240, in <module> predops=p.map(prediction,new_all_t)[SEP]File <*>python2.7/pool.py, line 253, in map return self.map_async(func, iterable, chunksize).get()[SEP]File <*>python2.7/pool.py, line 572, in get raise self._value[SEP]NotImplementedError: numpy() is only available when eager execution is enabled.",,
489,60905801,0,1,,,"File the_other_end-mp.py, line 216, in <module> predops=p.map(prediction,modelon)[SEP]File <*>python2.7/pool.py, line 253, in map return self.map_async(func, iterable, chunksize).get()[SEP]File <*>python2.7/pool.py, line 572, in get raise self._value[SEP]ValueError: Resource handles are not convertible to numpy.",,
490,60948259,0,1,,,"File main.py, line 95, in <module> model.load_weights(checkpoint_dir)[SEP]File <*>python3.7/site-packages/tensorflow/python/keras/engine/training.py, line 162, in load_weights return super(Model, self).load_weights(filepath, by_name)[SEP]File <*>python3.7/site-packages/tensorflow/python/keras/engine/network.py, line 1398, in load_weights status.assert_nontrivial_match()[SEP]File <*>python3.7/site-packages/tensorflow/python/training/tracking/util.py, line 917, in assert_nontrivial_match return self.assert_consumed()[SEP]File <*>python3.7/site-packages/tensorflow/python/training/tracking/util.py, line 894, in assert_consumed (unused_attributes,))[SEP]AssertionError: Some objects had attributes which were not restored: {<tf.Variable 'embedding_1/embeddings:0' shape=(65, 256) dtype=float32, numpy= array([[-0.00044268, -0.02351714, -0.01139065, ..., -0.00327835, 0.00074228, -0.00383734], [-0.02313181, 0.04697707, -0.02350216, ..., 0.040385 , 0.03087702, 0.02765551], [ 0.0410727 , 0.00130001, 0.0051438 , ..., 0.02899202, 0.04258115, -0.03773504], ..., [-0.03134514, 0.01370119, 0.00993627, ..., -0.02257681, 0.02617678, 0.03761976], [-0.02954974, 0.02407967, 0.02768463, ..., -0.0056519 , -0.01507735, 0.04617763], [-0.04113789, -0.03544737, 0.01056757, ..., 0.01236727, -0.01791535, -0.01635399]], dtype=float32)>: ['embedding_1/embeddings'], <tf.Variable 'dense_1/kernel:0' shape=(1024, 65) dtype=float32, numpy= array([[-6.7811467e-02, -2.5536597e-02, 5.1763237e-02, ..., -6.9665730e-02, 3.9457709e-02, -5.3290475e-02], [ 1.5835620e-02, -3.0763537e-02, -7.4058644e-02, ..., 3.8087368e-05, -9.1508478e-03, 5.5485427e-02], [ 3.8143486e-02, 8.8131428e-04, -2.3478847e-02, ..., -1.5135627e-02, -5.2146181e-02, 7.1185097e-02], ..., [-6.6591002e-02, 4.7627889e-02, 5.7474524e-02, ..., 4.1528463e-02, 4.6467118e-02, -3.0670539e-02], [-5.0804108e-02, 5.4505378e-02, -1.5776977e-03, ..., 2.1875933e-02, -2.9637258e-02, 2.0201296e-02], [-4.7325939e-02, -8.0013275e-03, -3.6348965e-02, ..., -7.0560835e-02, -4.9752403e-02, 1.0509960e-02]], dtype=float32)>: ['dense_1/kernel'], <tf.Variable 'dense_1/bias:0' shape=(65,) dtype=float32, numpy= array([0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0., 0.], dtype=float32)>: ['dense_1/bias'], <tf.Variable 'gru_1/kernel:0' shape=(256, 3072) dtype=float32, numpy= array([[ 0.00432818, 0.03131782, 0.00038544, ..., -0.00559966, 0.03458985, -0.03219106], [-0.00865119, 0.01648769, -0.00768028, ..., 0.01366192, -0.03043955, -0.01382086], [-0.01379537, 0.00547716, -0.00385967, ..., -0.00027269, -0.01285852, 0.0377048 ], ..., [-0.01940641, 0.01454895, 0.03349226, ..., -0.04234404, -0.02699661, 0.0376601 ], [ 0.00186675, -0.00547577, -0.02205843, ..., -0.01287581, -0.02314153, 0.04158166], [ 0.00954719, -0.02883693, -0.03259185, ..., -0.02587803, 0.02906795, -0.00559821]], dtype=float32)>: ['gru_1/kernel'], <tf.Variable 'gru_1/recurrent_kernel:0' shape=(1024, 3072) dtype=float32, numpy= array([[ 9.11542401e-03, 1.50135346e-02, 2.96630897e-02, ..., 2.25223936e-02, 2.31253020e-02, -2.96920985e-02], [-2.21075956e-02, -8.46013427e-06, -2.16848943e-02, ..., -1.26914177e-02, -3.49153839e-02, -3.01396102e-02], [-3.59148793e-02, 9.98445973e-03, 2.60963626e-02, ..., 3.15430500e-02, 1.28889643e-02, 3.37569825e-02], ..., [ 3.39106433e-02, 6.54980540e-03, -1.27352085e-02, ..., -4.14674729e-03, 3.53236459e-02, -1.36333425e-02], [-3.50691415e-02, -1.76392253e-02, 1.67468414e-02, ..., -2.06982102e-02, -1.06042419e-02, 2.26641595e-02], [-1.14825107e-02, -3.46554294e-02, -1.83847174e-03, ..., 2.25809850e-02, 2.45791934e-02, -2.70933360e-02]], dtype=float32)>: ['gru_1/recurrent_kernel'], <tf.Variable 'gru_1/bias:0' shape=(2, 3072) dtype=float32, numpy= array([[0., 0., 0., ..., 0., 0., 0.], [0., 0., 0., ..., 0., 0., 0.]], dtype=float32)>: ['gru_1/bias']}",,
491,60954216,0,1,,,"File <*>/train.py, line 66, in <module> train(epochs=20, prefix='test_new_loss_fn')[SEP]File <*>/train.py, line 46, in train model = create_model((shape[0], shape[1], 3), backbone=backbone, loss_function=loss_fn, freeze_backbone=backbone_freeze, lr=learning_rate)[SEP]File <*>/__init__.py, line 48, in create_model loss=loss_function, metrics=[mean_relative_percentage_error, metrics.mean_absolute_error])[SEP]File <*>/site-packages/keras/engine/training.py, line 342, in compile sample_weight, mask)[SEP]File <*>/site-packages/keras/engine/training_utils.py, line 404, in weighted score_array = fn(y_true, y_pred)[SEP]File <*>/losses.py, line 8, in mean_relative_percentage_error diff = K.update_sub(ones, e)[SEP]File <*>/site-packages/keras/backend/tensorflow_backend.py, line 999, in update_sub return tf.assign_sub(x, decrement)[SEP]File <*>/site-packages/tensorflow/python/ops/state_ops.py, line 160, in assign_sub return ref.assign_sub(value)[SEP]AttributeError: 'Tensor' object has no attribute 'assign_sub'",,
492,60954216,0,1,,,"File <*>/train.py, line 66, in <module> train(epochs=20, prefix='test_new_loss_fn')[SEP]File <*>/train.py, line 46, in train model = create_model((shape[0], shape[1], 3), backbone=backbone, loss_function=loss_fn, freeze_backbone=backbone_freeze, lr=learning_rate)[SEP]File <*>/__init__.py, line 48, in create_model loss=loss_function, metrics=[mean_relative_percentage_error, metrics.mean_absolute_error])[SEP]File <*>/site-packages/keras/engine/training.py, line 342, in compile sample_weight, mask)[SEP]File <*>/site-packages/keras/engine/training_utils.py, line 404, in weighted score_array = fn(y_true, y_pred)[SEP]File <*>/losses.py, line 7, in mean_relative_percentage_error ones = K.variable(K.ones_like(err))[SEP]File <*>/site-packages/keras/backend/tensorflow_backend.py, line 402, in variable v = tf.Variable(value, dtype=tf.as_dtype(dtype), name=name)[SEP]File <*>/site-packages/tensorflow/python/ops/variables.py, line 183, in __call__ return cls._variable_v1_call(*args, **kwargs)[SEP]File <*>/site-packages/tensorflow/python/ops/variables.py, line 146, in _variable_v1_call aggregation=aggregation)[SEP]File <*>/site-packages/tensorflow/python/ops/variables.py, line 125, in <lambda> previous_getter = lambda **kwargs: default_variable_creator(None, **kwargs)[SEP]File <*>/site-packages/tensorflow/python/ops/variable_scope.py, line 2444, in default_variable_creator expected_shape=expected_shape, import_scope=import_scope)[SEP]File <*>/site-packages/tensorflow/python/ops/variables.py, line 187, in __call__ return super(VariableMetaclass, cls).__call__(*args, **kwargs)[SEP]File <*>/site-packages/tensorflow/python/ops/variables.py, line 1329, in __init__ constraint=constraint)[SEP]File <*>/site-packages/tensorflow/python/ops/variables.py, line 1472, in _init_from_args self._initial_value)[SEP]ValueError: initial_value must have a shape specified: Tensor(""loss/dense_3_loss/ones_like:0"", shape=(?, ?), dtype=float32)",,
493,61094394,0,1,,,"File test_dist_1.py, line 25, in <module> dist.broadcast(tensor=a, src=0)[SEP]File <*>python3.7/site-packages/torch/distributed/distributed_c10d.py, line 806, in broadcast work = _default_pg.broadcast([tensor], opts)[SEP]RuntimeError: NCCL error in: /tmp/pip-req-build-58y_cjjl/torch/lib/c10d/ProcessGroupNCCL.cpp:290, unhandled system error",,
494,61104317,0,1,,,"File <*>/rks.py, line 14, in <module> from tf.keras.preprocessing.image import ImageDataGenerator[SEP]ModuleNotFoundError: No module named 'tf'",,
495,61756222,0,1,,,"File <*>/site-packages/torch/_utils_internal.py, line 46, in get_source_lines_and_file [CODE][SEP]File inspect.py, line 967, in getsourcelines [CODE][SEP]File inspect.py, line 798, in findsource [CODE][SEP]OSError: could not get source code",,
496,61756222,0,1,,,"File extractor.py, line 3, in <module> import torch[SEP]File <frozen importlib._bootstrap>, line 991, in _find_and_load [CODE][SEP]File <frozen importlib._bootstrap>, line 975, in _find_and_load_unlocked [CODE][SEP]File <frozen importlib._bootstrap>, line 671, in _load_unlocked [CODE][SEP]File <*>/site-packages/PyInstaller/loader/pyimod03_importers.py, line 623, in exec_module exec(bytecode, module.__dict__)[SEP]File <*>/site-packages/torch/__init__.py, line 367, in <module> [CODE][SEP]File <*>/site-packages/torch/distributions/__init__.py, line 112, in <module> [CODE][SEP]File <*>/site-packages/torch/distributions/von_mises.py, line 55, in <module> [CODE][SEP]File <*>/site-packages/torch/jit/__init__.py, line 1287, in script [CODE][SEP]File <*>/site-packages/torch/jit/frontend.py, line 164, in get_jit_def [CODE][SEP]File <*>/site-packages/torch/_utils_internal.py, line 53, in get_source_lines_and_file [CODE][SEP]OSError: Can't get source for <function _rejection_sample at 0x0000000006892F70>. TorchScript requires source access in order to carry out compilation, make sure original .py files are available.",,
497,61900138,0,1,,,"File <*>python3.6/dist-packages/torch/utils/data/_utils/worker.py, line 178, in _worker_loop data = fetcher.fetch(index)[SEP]File <*>python3.6/dist-packages/torch/utils/data/_utils/fetch.py, line 44, in fetch data = [self.dataset[idx] for idx in possibly_batched_index][SEP]File <*>python3.6/dist-packages/torch/utils/data/_utils/fetch.py, line 44, in <listcomp> data = [self.dataset[idx] for idx in possibly_batched_index][SEP]File <ipython-input-114-e0ccd94603fd>, line 31, in __getitem__ xs = label_data[:,0:8:2];[SEP]IndexError: too many indices for array",,
498,61968540,0,1,,,"File plot_parametric_pytorch_cifar100.py, line 130, in <module> loss_fn = F.nll_loss(ops, tgts)[SEP]File <*>python3.7/site-packages/torch/nn/functional.py, line 2115, in nll_loss ret = torch._C._nn.nll_loss(input, target, weight, _Reduction.get_enum(reduction), ignore_index)[SEP]IndexError: Target 42 is out of bounds.",,
499,62075321,0,1,,,"File <*>python3.6/dist-packages/tensorflow_core/python/client/session.py, line 1365, in _do_call return fn(*args)[SEP]File <*>python3.6/dist-packages/tensorflow_core/python/client/session.py, line 1350, in _run_fn target_list, run_metadata)[SEP]File <*>python3.6/dist-packages/tensorflow_core/python/client/session.py, line 1443, in _call_tf_sessionrun run_metadata)[SEP]tensorflow.python.framework.errors_impl.InvalidArgumentError: 2 root error(s) found. (0) Invalid argument: {{function_node __inference_Dataset_map_transform_and_pad_input_data_fn_3047}} assertion failed: [[0.748][0.758]] [[0.67][0.67]] [[{{node Assert/AssertGuard/else/_123/Assert}}]] [[IteratorGetNext]] (1) Invalid argument: {{function_node __inference_Dataset_map_transform_and_pad_input_data_fn_3047}} assertion failed: [[0.748][0.758]] [[0.67][0.67]] [[{{node Assert/AssertGuard/else/_123/Assert}}]] [[IteratorGetNext]] [[IteratorGetNext/_8451]] 0 successful operations. 0 derived errors ignored.",,
500,62075321,0,1,,,"File <*>/model_main.py, line 114, in <module> tf.app.run()[SEP]File <*>python3.6/dist-packages/tensorflow_core/python/platform/app.py, line 40, in run _run(main=main, argv=argv, flags_parser=_parse_flags_tolerate_undef)[SEP]File <*>python3.6/dist-packages/absl/app.py, line 299, in run _run_main(main, args)[SEP]File <*>python3.6/dist-packages/absl/app.py, line 250, in _run_main sys.exit(main(argv))[SEP]File <*>/model_main.py, line 110, in main tf.estimator.train_and_evaluate(estimator, train_spec, eval_specs[0])[SEP]File <*>python3.6/dist-packages/tensorflow_estimator/python/estimator/training.py, line 473, in train_and_evaluate return executor.run()[SEP]File <*>python3.6/dist-packages/tensorflow_estimator/python/estimator/training.py, line 613, in run return self.run_local()[SEP]File <*>python3.6/dist-packages/tensorflow_estimator/python/estimator/training.py, line 714, in run_local saving_listeners=saving_listeners)[SEP]File <*>python3.6/dist-packages/tensorflow_estimator/python/estimator/estimator.py, line 370, in train loss = self._train_model(input_fn, hooks, saving_listeners)[SEP]File <*>python3.6/dist-packages/tensorflow_estimator/python/estimator/estimator.py, line 1161, in _train_model return self._train_model_default(input_fn, hooks, saving_listeners)[SEP]File <*>python3.6/dist-packages/tensorflow_estimator/python/estimator/estimator.py, line 1195, in _train_model_default saving_listeners)[SEP]File <*>python3.6/dist-packages/tensorflow_estimator/python/estimator/estimator.py, line 1494, in _train_with_estimator_spec _, loss = mon_sess.run([estimator_spec.train_op, estimator_spec.loss])[SEP]File <*>python3.6/dist-packages/tensorflow_core/python/training/monitored_session.py, line 754, in run run_metadata=run_metadata)[SEP]File <*>python3.6/dist-packages/tensorflow_core/python/training/monitored_session.py, line 1259, in run run_metadata=run_metadata)[SEP]File <*>python3.6/dist-packages/tensorflow_core/python/training/monitored_session.py, line 1360, in run raise six.reraise(*original_exc_info)[SEP]File <*>python3.6/dist-packages/six.py, line 693, in reraise raise value[SEP]File <*>python3.6/dist-packages/tensorflow_core/python/training/monitored_session.py, line 1345, in run return self._sess.run(*args, **kwargs)[SEP]File <*>python3.6/dist-packages/tensorflow_core/python/training/monitored_session.py, line 1418, in run run_metadata=run_metadata)[SEP]File <*>python3.6/dist-packages/tensorflow_core/python/training/monitored_session.py, line 1176, in run return self._sess.run(*args, **kwargs)[SEP]File <*>python3.6/dist-packages/tensorflow_core/python/client/session.py, line 956, in run run_metadata_ptr)[SEP]File <*>python3.6/dist-packages/tensorflow_core/python/client/session.py, line 1180, in _run feed_dict_tensor, options, run_metadata)[SEP]File <*>python3.6/dist-packages/tensorflow_core/python/client/session.py, line 1359, in _do_run run_metadata)[SEP]File <*>python3.6/dist-packages/tensorflow_core/python/client/session.py, line 1384, in _do_call raise type(e)(node_def, op, message)[SEP]tensorflow.python.framework.errors_impl.InvalidArgumentError: 2 root error(s) found. (0) Invalid argument: assertion failed: [[0.748][0.758]] [[0.67][0.67]] [[{{node Assert/AssertGuard/else/_123/Assert}}]] [[IteratorGetNext]] (1) Invalid argument: assertion failed: [[0.748][0.758]] [[0.67][0.67]] [[{{node Assert/AssertGuard/else/_123/Assert}}]] [[IteratorGetNext]] [[IteratorGetNext/_8451]] 0 successful operations. 0 derived errors ignored.",,
501,62087214,0,1,,,"File <*>/tempCodeRunnerFile.python, line 1234, in <module> df_enc = tensorflow.one_hot(df, 2, on_value=None, off_value=None, axis=None, dtype=None, name=None)[SEP]File <*>python3.7/site-packages/tensorflow_core/python/util/dispatch.py, line 180, in wrapper return target(*args, **kwargs)[SEP]File <*>python3.7/site-packages/tensorflow_core/python/ops/array_ops.py, line 3645, in one_hot name)[SEP]File <*>python3.7/site-packages/tensorflow_core/python/ops/gen_array_ops.py, line 5549, in one_hot _ops.raise_from_not_ok_status(e, name)[SEP]File <*>python3.7/site-packages/tensorflow_core/python/framework/ops.py, line 6606, in raise_from_not_ok_status six.raise_from(core._status_to_exception(e.code, message), None)[SEP]File <string>, line 3, in raise_from [CODE][SEP]tensorflow.python.framework.errors_impl.NotFoundError: Could not find valid device for node.",,
502,62102912,0,1,,,"File trainer.py, line 629, in <module> clear_outputs=True[SEP]File <*>/utils.py, line 62, in wrapper result = func(*args, **kwargs)[SEP]File trainer.py, line 490, in train validation_data=valid_dataset,[SEP]File <*>python3.6/site-packages/tensorflow/python/keras/engine/training.py, line 108, in _method_wrapper return method(self, *args, **kwargs)[SEP]File <*>python3.6/site-packages/tensorflow/python/keras/engine/training.py, line 1090, in fit tmp_logs = train_function(iterator)[SEP]File <*>python3.6/site-packages/tensorflow/python/eager/def_function.py, line 766, in __call__ result = self._call(*args, **kwds)[SEP]File <*>python3.6/site-packages/tensorflow/python/eager/def_function.py, line 826, in _call return self._stateless_fn(*args, **kwds)[SEP]File <*>python3.6/site-packages/tensorflow/python/eager/function.py, line 2811, in __call__ return graph_function._filtered_call(args, kwargs) # pylint: disable=protected-access[SEP]File <*>python3.6/site-packages/tensorflow/python/eager/function.py, line 1838, in _filtered_call cancellation_manager=cancellation_manager)[SEP]File <*>python3.6/site-packages/tensorflow/python/eager/function.py, line 1914, in _call_flat ctx, args, cancellation_manager=cancellation_manager))[SEP]File <*>python3.6/site-packages/tensorflow/python/eager/function.py, line 549, in call ctx=ctx)[SEP]File <*>python3.6/site-packages/tensorflow/python/eager/execute.py, line 60, in quick_execute inputs, attrs, num_outputs)[SEP]tensorflow.python.framework.errors_impl.InvalidArgumentError: Incompatible shapes: [4,76,76,3,1] vs. [4,19,19,3,1] [[node yolo_loss/logistic_loss/mul (defined at ../Helpers/utils.py:260) ]] [Op:__inference_train_function_38735]",,
503,62102912,0,1,,,"File <*>/trainer.py, line 693, in <module> clear_outputs=True,[SEP]File <*>/utils.py, line 62, in wrapper result = func(*args, **kwargs)[SEP]File <*>/trainer.py, line 526, in train validation_data=valid_dataset,[SEP]File <*>python3.7/site-packages/tensorflow/python/keras/engine/training.py, line 66, in _method_wrapper return method(self, *args, **kwargs)[SEP]File <*>python3.7/site-packages/tensorflow/python/keras/engine/training.py, line 848, in fit tmp_logs = train_function(iterator)[SEP]File <*>python3.7/site-packages/tensorflow/python/eager/def_function.py, line 580, in __call__ result = self._call(*args, **kwds)[SEP]File <*>python3.7/site-packages/tensorflow/python/eager/def_function.py, line 644, in _call return self._stateless_fn(*args, **kwds)[SEP]File <*>python3.7/site-packages/tensorflow/python/eager/function.py, line 2420, in __call__ return graph_function._filtered_call(args, kwargs) # pylint: disable=protected-access[SEP]File <*>python3.7/site-packages/tensorflow/python/eager/function.py, line 1665, in _filtered_call self.captured_inputs)[SEP]File <*>python3.7/site-packages/tensorflow/python/eager/function.py, line 1746, in _call_flat ctx, args, cancellation_manager=cancellation_manager))[SEP]File <*>python3.7/site-packages/tensorflow/python/eager/function.py, line 598, in call ctx=ctx)[SEP]File <*>python3.7/site-packages/tensorflow/python/eager/execute.py, line 60, in quick_execute inputs, attrs, num_outputs)[SEP]tensorflow.python.framework.errors_impl.InvalidArgumentError: Incompatible shapes: [8,13,13,3,2] vs. [8,52,52,3,2] [[node gradient_tape/yolo_loss/sub_5/BroadcastGradientArgs (defined at Users/emadboctor/Desktop/Code/yolov3-keras-tf2/Main/trainer.py:526) ]] [Op:__inference_train_function_42744]",,
504,62656411,0,1,,,"File <*>python3.6/dist-packages/optkeras/optkeras.py, line 230, in synch_with_optuna self.best_trial = self.study.best_trial[SEP]File <*>python3.6/dist-packages/optuna/study.py, line 97, in best_trial return copy.deepcopy(self._storage.get_best_trial(self._study_id))[SEP]File <*>python3.6/dist-packages/optuna/storages/in_memory.py, line 293, in get_best_trial raise ValueError(""No trials are completed yet."")[SEP]ValueError: No trials are completed yet.",,
505,62656411,0,1,,,"File <*>python3.6/dist-packages/optuna/study.py, line 734, in _run_trial result = func(trial)[SEP]File <*>python3.6/dist-packages/optkeras/optkeras.py, line 130, in fun_tf return fun(trial)[SEP]File <ipython-input-11-45495c9f2ae9>, line 65, in optima_run self.model.fit(self.train_images, self.train_labels, epochs=10, callbacks = self.ok.callbacks(trial), verbose = self.ok.keras_verbose)[SEP]File <*>python3.6/dist-packages/optkeras/optkeras.py, line 172, in callbacks self.synch_with_optuna()[SEP]File <*>python3.6/dist-packages/optkeras/optkeras.py, line 232, in synch_with_optuna self.best_trial = get_trial_default()[SEP]File <*>python3.6/dist-packages/optkeras/optkeras.py, line 367, in get_trial_default num_fields = optuna.structs.FrozenTrial._field_types.__len__()[SEP]AttributeError: type object 'FrozenTrial' has no attribute '_field_types'",,
506,62926022,0,1,,,"File <*>/train.py, line 17, in <module> from pegasus.data import infeed[SEP]ModuleNotFoundError: No module named 'pegasus'",,
507,62953477,0,1,,,"File <*>python3.6/site-packages/uvicorn/protocols/http/httptools_impl.py, line 385, in run_asgi result = await app(self.scope, self.receive, self.send)[SEP]File <*>python3.6/site-packages/uvicorn/middleware/proxy_headers.py, line 45, in __call__ return await self.app(scope, receive, send)[SEP]File <*>python3.6/site-packages/fastapi/applications.py, line 183, in __call__ await super().__call__(scope, receive, send) # pragma: no cover[SEP]File <*>python3.6/site-packages/starlette/applications.py, line 102, in __call__ await self.middleware_stack(scope, receive, send)[SEP]File <*>python3.6/site-packages/starlette/middleware/errors.py, line 181, in __call__ raise exc from None[SEP]File <*>python3.6/site-packages/starlette/middleware/errors.py, line 159, in __call__ await self.app(scope, receive, _send)[SEP]File <*>python3.6/site-packages/starlette/exceptions.py, line 82, in __call__ raise exc from None[SEP]File <*>python3.6/site-packages/starlette/exceptions.py, line 71, in __call__ await self.app(scope, receive, sender)[SEP]File <*>python3.6/site-packages/starlette/routing.py, line 550, in __call__ await route.handle(scope, receive, send)[SEP]File <*>python3.6/site-packages/starlette/routing.py, line 227, in handle await self.app(scope, receive, send)[SEP]File <*>python3.6/site-packages/starlette/routing.py, line 41, in app response = await func(request)[SEP]File <*>python3.6/site-packages/fastapi/routing.py, line 197, in app dependant=dependant, values=values, is_coroutine=is_coroutine[SEP]File <*>python3.6/site-packages/fastapi/routing.py, line 149, in run_endpoint_function return await run_in_threadpool(dependant.call, **values)[SEP]File <*>python3.6/site-packages/starlette/concurrency.py, line 34, in run_in_threadpool return await loop.run_in_executor(None, func, *args)[SEP]File <*>python3.6/thread.py, line 56, in run result = self.fn(*self.args, **self.kwargs)[SEP]File <*>/main.py, line 155, in API_call raise e[SEP]File <*>/main.py, line 129, in API_call model = pickle.load(open('models/' + current_model, 'rb'))[SEP]File <*>python3.6/site-packages/dill/_dill.py, line 270, in load return Unpickler(file, ignore=ignore, **kwds).load()[SEP]File <*>python3.6/site-packages/dill/_dill.py, line 473, in load obj = StockUnpickler.load(self)[SEP]File <*>python3.6/site-packages/dill/_dill.py, line 463, in find_class return StockUnpickler.find_class(self, module, name)[SEP]AttributeError: Can't get attribute 'Model_II_b' on <module '__mp_main__' from '/opt/apps/env/bin/uvicorn'>",,
508,63075594,0,1,,,"File <*>python3.6/pool.py, line 119, in worker result = (True, func(*args, **kwds))[SEP]File <*>python3.6/pool.py, line 44, in mapstar return list(map(*args))[SEP]File <ipython-input-35-6529ab6dac60>, line 11, in X_power_func X_power = X**j[SEP]RuntimeError: CUDA error: initialization error",,
509,63138030,0,1,,,"File <*>/site-packages/tensorflow/python/data/util/structure.py, line 93, in normalize_element spec = type_spec_from_value(t, use_fallback=False)[SEP]File <*>/site-packages/tensorflow/python/data/util/structure.py, line 466, in type_spec_from_value (element, type(element).__name__))[SEP]TypeError: Could not build a TypeSpec for 0 Tecmo Koei 1 Nippon Ichi Software 2 Ubisoft 3 Activision 4 Atari ... 6594 Kemco 6595 Infogrames 6596 Activision 6597 7G//AMES 6598 Wanadoo Name: Publisher, Length: 6599, dtype: object with type Series",,
